GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,957.19,2282.5,2606.29,262.5,192.16,-200.79,-1700.19,-22004.92,946.18,20309.39,-3279.9,190.07,3650.31,-3089.82,560.49
2,1069.22,2367.92,2626.6,252.18,192.05,-230.71,-1751.56,-21947.45,885.91,20301.7,-3282.59,191.02,3765.85,-3091.56,674.28
3,1029.5,2371.84,2600.81,242.22,174.54,-235.24,-1761.24,-21965.37,925.71,20339.26,-3309.29,190.7,3722.02,-3118.59,603.43
4,1004.14,2362.34,2582.89,248.25,161.15,-233.89,-1755.14,-22080.38,912.65,20350.19,-3273.01,192.31,3552.19,-3080.71,471.49
5,972.14,2315.37,2600.19,227.04,160.28,-240.25,-1709.51,-22093.57,937.73,20427.25,-3310.21,191.7,3596.67,-3118.51,478.15
6,1050.55,2363.53,2583.63,250.5,172.6,-235.66,-1748.73,-22084.12,926.34,20302.68,-3212.9,187.96,3581.33,-3024.94,556.39
7,1032.03,2342.37,2552.78,250.42,171.57,-253.59,-1751.22,-21998.41,911.16,20330.77,-3273.76,189.86,3587.88,-3083.9,503.98
8,1006.72,2374.49,2568.11,252.42,173.21,-248.88,-1738.26,-21994.46,917.38,20307.36,-3286.75,188.72,3618.11,-3098.03,520.07
9,1026.99,2372.09,2594.13,241.34,183.16,-266.02,-1742.55,-21951.59,926.69,20250.5,-3296.09,189.43,3634.75,-3106.66,528.1
10,958.71,2348.99,2587.79,244.5,165.92,-256.05,-1777.0,-21968.91,904.18,20305.35,-3286.93,183.96,3513.49,-3102.97,410.53
11,1004.75,2262.24,2575.91,231.03,177.65,-250.41,-1757.76,-21922.83,900.32,20303.53,-3352.35,186.68,3524.43,-3165.67,358.76
12,1037.66,2408.05,2604.05,240.75,174.58,-256.45,-1742.82,-21878.53,928.59,20192.02,-3321.88,186.38,3707.9,-3135.5,572.4
13,1000.39,2305.31,2551.33,239.88,183.13,-270.41,-1768.9,-21875.77,928.29,20274.82,-3336.81,182.89,3568.06,-3153.92,414.15
14,988.98,2494.03,2618.71,258.44,189.72,-245.3,-1815.27,-21857.33,919.57,20256.4,-3308.39,179.92,3807.96,-3128.47,679.49
15,1042.9,2456.41,2575.83,247.12,169.47,-262.82,-1784.62,-21975.83,907.21,20212.59,-3220.43,181.2,3588.25,-3039.23,549.02
16,1020.3,2414.92,2577.3,254.4,166.71,-254.52,-1792.92,-21834.23,926.15,20242.67,-3349.03,180.86,3720.79,-3168.17,552.62
17,1060.32,2345.62,2595.33,241.58,181.34,-246.25,-1788.8,-21901.78,902.03,20259.86,-3277.91,178.32,3649.24,-3099.59,549.65
18,1030.89,2345.15,2604.46,249.49,181.69,-271.61,-1796.41,-22033.25,907.43,20279.71,-3214.69,178.87,3497.54,-3035.82,461.72
19,986.58,2382.07,2592.97,251.86,181.99,-271.43,-1773.99,-21999.68,922.29,20243.14,-3224.93,181.38,3515.81,-3043.55,472.26
20,1007.8,2329.33,2572.45,247.35,161.93,-232.95,-1796.26,-22091.34,918.12,20267.61,-3150.59,173.89,3384.04,-2976.7,407.34
21,1060.52,2329.19,2607.13,244.29,179.23,-249.75,-1822.35,-21802.89,925.83,20095.75,-3201.4,179.36,3566.95,-3022.04,544.91
22,1034.55,2337.83,2575.27,244.87,170.49,-257.0,-1761.18,-22020.43,917.44,20221.87,-3127.91,178.29,3463.72,-2949.62,514.1
23,1026.91,2371.98,2599.82,248.06,174.3,-246.08,-1811.18,-22093.75,946.93,20217.22,-3079.7,172.71,3434.22,-2906.99,527.23
24,1080.1,2480.93,2599.23,252.21,189.48,-295.02,-1808.32,-21977.35,907.64,20126.54,-3119.08,175.62,3555.44,-2943.46,611.98
25,949.01,2291.62,2599.31,236.14,172.32,-290.56,-1855.04,-22059.42,934.26,20216.26,-3101.55,174.37,3193.91,-2927.18,266.73
26,970.18,2364.17,2591.23,240.46,174.71,-253.12,-1830.59,-22088.99,903.64,20263.11,-3111.44,173.05,3334.79,-2938.39,396.4
27,1032.12,2343.54,2580.13,251.01,181.63,-243.88,-1852.24,-22017.96,922.76,20201.98,-3121.75,171.87,3399.09,-2949.88,449.21
28,1032.58,2376.75,2612.37,241.67,168.44,-274.4,-1855.01,-22114.98,898.64,20181.28,-3004.44,168.44,3267.32,-2836.0,431.33
29,1008.12,2386.13,2603.7,240.5,178.67,-270.58,-1882.59,-22137.04,925.78,20209.26,-2987.42,165.5,3261.95,-2821.92,440.03
30,1018.96,2394.66,2594.59,253.34,192.7,-260.92,-1871.31,-22207.97,944.05,20251.54,-2957.24,166.92,3309.64,-2790.32,519.32
31,1016.11,2431.92,2612.58,249.76,184.16,-298.61,-1868.16,-22183.36,904.37,20236.15,-3004.51,166.26,3284.93,-2838.25,446.68
32,1011.32,2360.66,2595.1,238.03,169.36,-273.33,-1871.81,-22177.72,921.98,20196.3,-2949.98,165.53,3169.88,-2784.45,385.44
33,990.86,2360.98,2579.55,246.99,172.71,-258.54,-1847.38,-22173.43,923.16,20261.59,-2978.61,164.45,3256.49,-2814.16,442.33
34,1083.76,2331.88,2588.45,239.75,187.42,-272.5,-1825.8,-22075.29,926.58,20173.96,-3057.59,168.82,3358.22,-2888.77,469.44
35,1038.63,2358.6,2584.31,233.13,163.5,-264.66,-1915.57,-22112.98,886.53,20261.91,-3044.62,164.91,3233.41,-2879.7,353.7
36,1004.73,2337.24,2580.69,255.25,168.94,-269.37,-1927.87,-22233.25,931.56,20311.26,-2964.24,166.49,3159.17,-2797.75,361.42
37,988.57,2343.69,2613.32,235.81,184.41,-259.39,-1873.69,-22181.31,914.61,20179.0,-2970.63,165.79,3145.01,-2804.84,340.17
38,998.02,2347.7,2592.14,256.93,186.44,-264.21,-1896.4,-22141.97,934.09,20207.32,-3038.99,164.6,3220.07,-2874.39,345.69
39,1052.87,2373.51,2605.15,239.97,163.73,-243.73,-1916.91,-22006.02,921.27,20172.89,-3061.74,165.64,3362.72,-2896.1,466.62
40,1068.74,2408.21,2607.64,265.73,196.97,-262.99,-1871.55,-22124.7,905.86,20178.69,-2993.63,165.91,3372.6,-2827.71,544.89
41,981.73,2374.89,2619.49,235.4,167.87,-264.68,-1920.01,-21984.39,914.41,20174.71,-3087.66,166.15,3299.41,-2921.51,377.9
42,1042.79,2340.38,2621.21,239.33,174.36,-268.67,-1900.67,-22054.65,901.26,20145.06,-3024.27,164.56,3240.41,-2859.7,380.71
43,999.35,2376.27,2587.29,250.61,174.82,-274.7,-1930.41,-22125.21,925.72,20192.97,-2980.79,161.11,3176.71,-2819.68,357.03
44,1032.33,2381.76,2590.29,237.69,169.65,-262.92,-1899.94,-22022.75,905.54,20153.45,-3073.57,163.6,3285.1,-2909.97,375.14
45,1019.3,2438.31,2595.66,258.35,180.72,-263.62,-1925.62,-22035.63,938.6,20183.34,-3068.54,161.61,3389.42,-2906.93,482.49
46,990.0,2350.04,2605.3,242.44,180.35,-289.97,-1926.01,-22003.56,934.7,20191.0,-3090.44,163.57,3274.28,-2926.86,347.42
47,974.16,2356.34,2589.85,241.63,171.2,-286.48,-1921.33,-22011.19,922.99,20247.56,-3103.44,161.33,3284.73,-2942.12,342.62
48,1022.21,2391.84,2635.04,259.12,189.04,-269.05,-1905.05,-22029.26,907.4,20157.43,-3078.15,165.24,3358.73,-2912.91,445.82
49,976.64,2342.22,2609.88,261.88,195.54,-263.47,-1907.04,-22004.82,910.09,20210.93,-3117.44,163.49,3331.85,-2953.95,377.91
50,1034.7,2452.83,2598.43,258.39,164.57,-283.15,-1938.96,-21878.41,901.14,20183.49,-3194.33,163.61,3493.02,-3030.71,462.31
51,1011.84,2383.97,2583.95,251.33,158.34,-265.27,-1889.76,-22149.8,932.72,20350.95,-3074.94,164.63,3368.27,-2910.31,457.96
52,1020.49,2328.47,2603.58,244.15,183.06,-269.83,-1906.12,-22072.84,926.0,20213.69,-3063.37,166.11,3270.65,-2897.26,373.39
53,980.01,2355.83,2595.82,251.1,186.54,-265.79,-1898.6,-21964.82,924.54,20138.69,-3111.46,165.03,3303.33,-2946.43,356.9
54,991.77,2386.53,2588.99,245.28,162.15,-260.49,-1888.98,-22027.72,944.01,20151.62,-3042.18,165.87,3293.16,-2876.31,416.85
55,1001.34,2405.74,2603.44,240.82,192.5,-251.9,-1933.66,-21988.71,930.22,20213.2,-3120.82,165.55,3413.0,-2955.26,457.74
56,982.98,2389.44,2594.84,251.41,164.71,-258.87,-1865.15,-22127.01,945.15,20228.48,-3067.89,165.9,3305.99,-2901.99,404.0
57,989.73,2381.22,2605.88,240.42,174.51,-295.39,-1888.44,-21930.03,915.84,20129.77,-3127.88,166.29,3323.51,-2961.59,361.92
58,1033.64,2344.39,2606.13,250.89,175.24,-273.18,-1881.32,-22090.88,916.45,20222.69,-3080.39,163.5,3304.02,-2916.89,387.13
59,1004.69,2372.96,2616.14,241.84,162.63,-283.08,-1918.16,-21976.83,906.4,20147.68,-3053.56,162.84,3274.27,-2890.72,383.55
60,991.72,2336.86,2577.32,247.66,164.9,-273.49,-1894.3,-22075.84,920.55,20214.67,-3074.92,162.52,3210.06,-2912.39,297.67
61,1028.75,2439.79,2626.69,243.36,173.36,-280.97,-1936.63,-22038.59,927.35,20234.83,-3078.11,160.71,3417.94,-2917.4,500.54
62,1005.11,2310.15,2605.28,246.67,177.89,-281.11,-1922.81,-22167.14,926.99,20228.98,-3013.63,160.59,3130.0,-2853.03,276.97
63,1003.83,2402.23,2624.53,249.72,177.43,-273.81,-1928.92,-22042.0,933.6,20189.39,-3022.94,160.22,3336.01,-2862.72,473.3
64,958.77,2342.7,2594.01,242.36,173.73,-265.85,-1939.97,-22119.32,952.3,20238.64,-3013.61,159.64,3177.37,-2853.98,323.39
65,1016.35,2418.11,2619.11,248.64,186.61,-279.06,-1928.92,-22097.0,919.31,20129.57,-2991.1,162.43,3232.75,-2828.67,404.08
66,1049.71,2341.77,2613.5,255.88,180.53,-295.77,-1905.78,-22030.92,929.72,20140.77,-3041.46,164.9,3279.41,-2876.56,402.85
67,1050.95,2365.36,2579.28,244.71,190.32,-271.26,-1919.51,-21924.8,919.25,20202.48,-3170.53,165.26,3436.77,-3005.27,431.5
68,1039.91,2336.39,2602.55,250.03,181.11,-284.42,-1905.68,-22035.06,914.74,20222.68,-3119.21,163.86,3322.26,-2955.36,366.9
69,1020.74,2330.78,2573.02,244.73,157.77,-271.28,-1892.37,-22041.44,938.57,20199.14,-3068.58,163.59,3259.66,-2904.99,354.68
70,1024.78,2268.8,2585.39,246.78,173.23,-293.64,-1928.31,-21936.24,899.63,20140.43,-3146.54,161.01,3180.85,-2985.53,195.32
71,1027.26,2408.85,2624.9,252.87,184.19,-288.17,-1907.93,-21890.69,924.22,20135.29,-3127.2,162.18,3470.8,-2965.02,505.78
72,1016.8,2329.02,2613.76,236.94,174.05,-268.1,-1909.05,-21889.71,912.24,20183.25,-3179.67,161.53,3399.21,-3018.14,381.07
73,1046.94,2353.32,2612.69,251.56,162.44,-257.02,-1956.57,-22014.71,917.18,20150.72,-3018.54,161.38,3266.55,-2857.16,409.39
74,1039.51,2391.79,2604.57,237.93,190.86,-263.81,-1926.26,-21920.66,892.56,20064.42,-3101.17,161.75,3310.92,-2939.41,371.5
75,1025.39,2425.69,2621.89,255.67,184.6,-273.71,-1924.27,-21816.6,894.68,20054.96,-3148.81,161.13,3448.29,-2987.68,460.62
76,1020.35,2371.62,2608.83,243.56,160.05,-284.62,-1914.72,-21945.87,912.55,20109.35,-3098.94,159.14,3281.11,-2939.8,341.31
77,1059.24,2336.97,2601.44,238.14,177.31,-279.51,-1907.53,-21967.54,913.68,20142.38,-3095.04,161.26,3314.58,-2933.78,380.8
78,1054.56,2334.76,2604.48,249.36,185.87,-273.46,-1909.91,-22042.73,918.88,20174.69,-3039.56,159.41,3296.51,-2880.15,416.36
79,1033.77,2463.23,2625.54,248.17,175.2,-289.2,-1926.84,-22006.73,906.12,20094.17,-3059.28,161.11,3323.43,-2898.18,425.25
80,1056.68,2348.58,2606.68,244.03,169.72,-280.85,-1930.79,-22053.05,936.48,20213.53,-3083.08,158.69,3311.01,-2924.39,386.62
81,1037.84,2367.46,2576.38,248.99,189.87,-292.45,-1915.54,-22048.82,917.78,20160.57,-3056.07,162.78,3242.07,-2893.28,348.79
82,983.4,2380.49,2579.88,239.28,166.7,-278.33,-1917.07,-21890.79,906.1,20036.99,-3095.04,161.97,3206.65,-2933.08,273.57
83,1022.68,2426.48,2583.31,245.81,178.69,-284.36,-1939.87,-22009.22,916.72,20216.14,-3067.41,160.47,3356.38,-2906.94,449.44
84,1043.81,2302.54,2600.87,245.9,170.05,-266.32,-1932.26,-22002.86,931.63,20104.95,-3016.41,159.76,3198.32,-2856.66,341.67
85,1036.83,2360.09,2610.9,254.82,170.18,-275.18,-1965.15,-21999.54,894.07,20110.8,-3040.45,157.24,3197.82,-2883.21,314.61
86,1021.86,2401.73,2600.51,253.07,169.75,-291.8,-1941.05,-22063.01,891.75,20193.38,-3048.34,160.49,3236.2,-2887.85,348.35
87,1043.85,2381.22,2613.66,249.34,170.38,-274.8,-1927.7,-21962.16,919.46,20086.61,-3050.98,158.51,3299.87,-2892.47,407.4
88,1013.66,2323.57,2588.37,235.98,154.13,-269.91,-1948.36,-21961.04,916.71,20123.92,-3049.1,159.69,3177.03,-2889.41,287.62
89,1014.96,2288.75,2597.07,245.62,169.5,-236.52,-1980.81,-22054.97,905.4,20185.56,-2991.62,157.45,3134.57,-2834.17,300.4
90,1015.37,2350.91,2591.79,247.22,172.74,-286.59,-1923.37,-22027.51,908.19,20160.51,-3061.04,164.96,3209.27,-2896.09,313.18
91,1000.93,2441.19,2614.61,252.09,195.03,-273.53,-1914.15,-21991.74,940.57,20201.19,-3082.0,159.03,3466.18,-2922.97,543.21
92,1019.34,2376.12,2582.18,249.44,184.23,-248.68,-1936.29,-21933.64,918.82,20182.16,-3132.16,161.91,3393.66,-2970.25,423.41
93,1002.39,2304.16,2586.32,242.42,186.11,-267.47,-1912.31,-21974.42,943.97,20152.88,-3084.01,159.25,3264.04,-2924.76,339.28
94,966.25,2271.12,2605.93,239.1,158.97,-266.26,-1926.76,-22105.78,899.48,20214.06,-2997.81,160.95,3056.11,-2836.86,219.25
95,978.79,2346.58,2608.17,243.87,176.04,-266.06,-1929.54,-22096.03,943.29,20260.74,-3062.7,158.98,3265.86,-2903.71,362.15
96,1047.52,2408.99,2635.66,270.38,172.83,-278.13,-1923.65,-22128.61,903.71,20165.15,-2976.55,158.84,3273.85,-2817.7,456.14
97,1019.43,2313.86,2619.06,242.18,160.54,-281.7,-1902.01,-22134.28,926.64,20256.34,-3007.98,160.65,3220.06,-2847.33,372.73
98,1032.38,2445.3,2600.72,256.83,184.29,-275.02,-1906.6,-22076.7,923.34,20140.64,-3023.86,159.67,3325.19,-2864.19,460.99
99,1022.92,2341.66,2583.78,241.82,169.35,-276.56,-1951.39,-22053.05,916.03,20218.03,-3050.49,158.4,3212.6,-2892.09,320.51
100,1029.94,2445.0,2612.04,267.01,181.68,-261.87,-1930.08,-22059.28,921.33,20195.66,-3044.54,162.57,3401.44,-2881.96,519.48
101,1043.48,2326.22,2574.55,243.31,184.15,-253.79,-1909.49,-22143.54,914.81,20225.23,-2979.6,161.08,3204.93,-2818.51,386.42
102,998.6,2406.99,2627.12,246.94,195.81,-267.04,-1951.57,-22114.0,918.7,20213.82,-2988.43,158.07,3275.37,-2830.35,445.01
103,1030.26,2433.21,2556.13,247.56,180.69,-255.91,-1905.69,-22160.85,926.88,20228.14,-2949.97,160.03,3280.43,-2789.94,490.49
104,1070.07,2470.34,2617.44,261.92,173.92,-268.99,-1920.03,-22100.98,902.47,20162.06,-2980.15,159.88,3368.22,-2820.28,547.95
105,1050.25,2367.28,2566.32,249.14,194.3,-282.65,-1925.19,-22149.9,900.88,20203.39,-2946.18,162.72,3173.82,-2783.46,390.36
106,1030.22,2439.85,2611.65,252.04,181.12,-270.54,-1924.17,-22155.67,913.41,20225.71,-2950.7,161.43,3303.62,-2789.27,514.35
107,1030.65,2369.07,2592.35,240.06,179.74,-256.73,-1942.6,-22177.74,912.81,20295.63,-2953.24,161.35,3243.24,-2791.89,451.35
108,1042.65,2379.86,2591.14,251.97,184.57,-259.48,-1920.49,-22121.1,930.24,20200.28,-2956.01,159.57,3279.64,-2796.43,483.21
109,1039.14,2398.65,2567.58,255.63,163.8,-269.53,-1878.87,-22195.43,921.72,20256.29,-2981.95,165.01,3258.97,-2816.94,442.03
110,1004.01,2341.42,2586.12,246.41,171.1,-252.66,-1957.61,-22166.26,900.87,20305.61,-3005.88,159.48,3179.01,-2846.4,332.61
111,989.9,2399.48,2578.84,239.06,178.61,-263.49,-1915.82,-22152.68,908.63,20358.42,-3064.45,161.49,3320.98,-2902.96,418.02
112,975.05,2362.41,2561.72,243.01,174.98,-267.35,-1948.94,-22201.65,910.52,20300.77,-2943.77,160.17,3110.52,-2783.6,326.92
113,961.46,2374.81,2568.26,253.07,185.22,-267.08,-1925.81,-22169.14,916.39,20177.88,-2929.79,160.13,3075.06,-2769.65,305.4
114,1029.25,2388.98,2574.31,253.44,177.24,-267.68,-1883.04,-22098.77,918.73,20193.43,-3015.24,162.59,3285.9,-2852.65,433.25
115,1010.7,2388.2,2598.1,250.87,170.82,-260.48,-1899.78,-22204.15,917.97,20259.58,-2941.92,164.25,3231.82,-2777.67,454.15
116,1021.78,2263.88,2577.93,254.57,175.45,-259.99,-1913.38,-22240.55,940.07,20268.36,-2903.01,159.78,3088.1,-2743.23,344.87
117,980.54,2287.87,2565.21,248.56,190.14,-255.99,-1892.69,-22250.4,910.58,20317.77,-2944.86,161.39,3101.6,-2783.47,318.12
118,1008.49,2427.11,2551.13,261.44,170.73,-253.51,-1912.85,-22151.44,923.68,20258.28,-3008.58,162.31,3283.05,-2846.26,436.79
119,1065.72,2372.52,2558.71,244.78,171.13,-263.02,-1911.54,-22157.88,904.22,20182.65,-2956.43,162.61,3167.29,-2793.82,373.46
120,1042.62,2458.13,2594.89,268.15,199.05,-264.74,-1933.76,-22188.58,932.01,20263.36,-2981.06,161.23,3371.12,-2819.83,551.29
121,979.72,2278.7,2536.65,254.33,175.4,-247.7,-1896.81,-22180.22,930.45,20206.84,-2946.83,163.2,3037.37,-2783.62,253.74

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,916.36,2236.08,2558.87,246.56,192.16,-200.79,-1680.12,-21978.41,829.41,20315.55,-3269.54,181.68,3435.66,-3087.86,347.8
2,1014.47,2320.38,2576.71,236.81,192.05,-230.71,-1724.15,-21906.53,777.78,20305.78,-3273.56,182.24,3562.58,-3091.32,471.26
3,982.36,2327.06,2550.65,228.26,174.54,-235.24,-1735.86,-21923.32,807.33,20343.9,-3300.66,181.71,3519.67,-3118.95,400.72
4,965.24,2321.51,2534.75,235.61,161.15,-233.89,-1722.63,-22037.39,792.64,20354.21,-3265.66,183.64,3371.21,-3082.02,289.18
5,936.55,2264.28,2554.21,211.89,160.28,-240.25,-1677.05,-22051.71,814.72,20431.36,-3302.07,182.99,3404.28,-3119.08,285.2
6,1007.61,2325.78,2537.9,239.67,172.6,-235.66,-1717.81,-22043.69,809.32,20305.85,-3205.01,179.32,3401.56,-3025.69,375.88
7,986.63,2295.98,2505.1,232.86,171.57,-253.59,-1722.51,-21957.12,793.5,20334.99,-3265.4,181.11,3387.41,-3084.29,303.12
8,961.58,2325.89,2519.81,238.17,173.21,-248.88,-1708.18,-21952.89,798.17,20310.6,-3279.81,180.32,3417.47,-3099.49,317.98
9,990.03,2325.55,2544.19,227.32,183.16,-266.02,-1712.02,-21908.31,804.95,20254.63,-3288.29,180.55,3443.49,-3107.75,335.74
10,919.0,2310.02,2539.84,230.64,165.92,-256.05,-1742.17,-21928.34,785.37,20309.68,-3279.34,175.57,3333.9,-3103.77,230.13
11,963.56,2215.29,2527.16,217.33,177.65,-250.41,-1727.0,-21881.71,785.55,20307.81,-3344.38,177.84,3335.23,-3166.54,168.69
12,989.44,2359.64,2550.34,223.71,174.58,-256.45,-1712.05,-21838.47,801.44,20196.44,-3314.54,177.77,3488.63,-3136.77,351.85
13,967.83,2257.35,2509.71,226.7,183.13,-270.41,-1738.69,-21831.75,805.72,20278.31,-3330.6,174.76,3387.89,-3155.84,232.05
14,951.21,2445.09,2564.59,244.6,189.72,-245.3,-1778.61,-21815.32,800.54,20259.96,-3301.29,171.63,3616.47,-3129.66,486.81
15,1004.25,2405.7,2528.27,232.89,169.47,-262.82,-1752.58,-21934.2,785.88,20217.38,-3212.31,172.52,3394.25,-3039.79,354.45
16,976.74,2375.22,2532.49,242.11,166.71,-254.52,-1767.8,-21793.91,814.55,20246.27,-3338.29,171.74,3537.86,-3166.55,371.31
17,1020.44,2301.72,2546.83,228.64,181.34,-246.25,-1757.44,-21863.75,783.93,20264.39,-3268.38,169.27,3459.85,-3099.11,360.75
18,981.87,2300.23,2557.89,235.04,181.69,-271.61,-1767.8,-21990.32,793.05,20283.19,-3206.67,170.26,3303.22,-3036.41,266.81
19,947.73,2336.1,2539.95,238.48,181.99,-271.43,-1747.2,-21957.04,801.42,20246.69,-3214.98,172.11,3316.71,-3042.87,273.84
20,974.88,2278.31,2522.56,231.35,161.93,-232.95,-1764.82,-22050.16,798.86,20272.65,-3141.72,164.99,3192.6,-2976.74,215.87
21,1014.67,2284.81,2562.28,233.04,179.23,-249.75,-1788.38,-21763.98,805.85,20101.69,-3191.96,170.27,3379.46,-3021.69,357.77
22,993.4,2295.31,2527.61,230.48,170.49,-257.0,-1731.33,-21979.06,798.17,20224.83,-3119.7,169.21,3272.88,-2950.49,322.39
23,974.9,2329.63,2553.46,234.23,174.3,-246.08,-1780.51,-22053.03,835.49,20221.45,-3071.12,164.07,3243.83,-2907.06,336.78
24,1035.63,2440.66,2555.84,239.78,189.48,-295.02,-1781.08,-21939.74,791.17,20131.85,-3110.71,166.93,3368.58,-2943.78,424.8
25,911.49,2244.09,2554.82,222.46,172.32,-290.56,-1830.55,-22017.15,812.03,20221.45,-3093.23,165.47,3000.4,-2927.76,72.64
26,932.65,2311.91,2547.15,225.74,174.71,-253.12,-1803.99,-22044.7,783.58,20266.77,-3103.23,164.01,3140.72,-2939.22,201.5
